System_Ref,FIS_Provider_Name,Upload_to_FIDy,Level_1_Description,Level_2_Description,Level_3_Description
3955,Kingswood Estate Community Shop,FSD,Young People,Support and advice services,Money matters (benefits and debt)
4063,Welcare - Lambeth Office,FSD,Families,Support and advice services,Parenting support for primary school children
4063,Welcare - Lambeth Office,FSD,Families,Support and advice services,Early help
4063,Welcare - Lambeth Office,FSD,SEND Local Offer,Support and advice services,Parenting support
4063,Welcare - Lambeth Office,FSD,SEND Local Offer,Support and advice services,Early help
4147,National Autistic Society,FSD,Families,Support and advice services,Parenting support – SEND
4147,National Autistic Society,FSD,SEND Local Offer,Support and advice services,Parenting support
4265,Childline,FSD,Young People,Health and wellbeing,Sexual health
4265,Childline,FSD,Young People,Health and wellbeing,"Sexual abuse, exploitation and FGM"
4265,Childline,FSD,Young People,Health and wellbeing,Substance misuse
4265,Childline,FSD,Young People,Health and wellbeing,Mental health and well being
4265,Childline,FSD,Young People,Health and wellbeing,Physical health
4286,Lambeth Participation And Engagement Service (PES),FSD,Families,Support and advice services,Parenting support
4286,Lambeth Participation And Engagement Service (PES),FSD,SEND Local Offer,Support and advice services,Parenting support
4335,Disability Advice Service Lambeth (DASL),FSD,Families,Support and advice services,
4335,Disability Advice Service Lambeth (DASL),FSD,SEND Local Offer,Health and well being,
4335,Disability Advice Service Lambeth (DASL),FSD,SEND Local Offer,Health and well being,Complex health needs
4335,Disability Advice Service Lambeth (DASL),FSD,SEND Local Offer,Health and well being,Hearing and visual impairment
4335,Disability Advice Service Lambeth (DASL),FSD,SEND Local Offer,Support and advice services,Money matters (benefits and debt)
4499,St Leonard's Church Of England Primary School - Breakfast Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
4499,St Leonard's Church Of England Primary School - Breakfast Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
4516,Norwood Community Group Services,FSD,Families,Activities and things to do,"Music, dance and drama"
4516,Norwood Community Group Services,FSD,Families,Activities and things to do,Sports
4516,Norwood Community Group Services,FSD,Families,Activities and things to do,Creative Arts and Multimedia
4516,Norwood Community Group Services,FSD,Families,"Training, employment and education for adults",Courses for adults
4516,Norwood Community Group Services,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
4516,Norwood Community Group Services,FSD,SEND Local Offer,Activities and things to do,Sports
4516,Norwood Community Group Services,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
4516,Norwood Community Group Services,FSD,SEND Local Offer,Getting into employment or training,Get support working with a disability
4516,Norwood Community Group Services,FSD,Young People,Activities and things to do,"Music, dance and drama"
4516,Norwood Community Group Services,FSD,Young People,Activities and things to do,Sports
4516,Norwood Community Group Services,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
4536,Kennington Park Academy (Primary Alternative Provision),ECD,Families,"Education, Schools and Learning",Special schools
4536,Kennington Park Academy (Primary Alternative Provision),ECD,SEND Local Offer,"Education, Schools and Learning",Special schools
4684,Roots & Shoots,FSD,Families,"Education, Schools and Learning",
4684,Roots & Shoots,FSD,SEND Local Offer,"Education, Schools and Learning",Post 19 Specialist Provision
4684,Roots & Shoots,FSD,SEND Local Offer,"Training, employment and skills",Learning English
4684,Roots & Shoots,FSD,SEND Local Offer,"Training, employment and skills",Courses for young adults
4684,Roots & Shoots,FSD,SEND Local Offer,Getting into employment or training,Courses for young adults
4684,Roots & Shoots,FSD,Young People,Getting into employment or training,Courses for young adults
4684,Roots & Shoots,FSD,Young People,Getting into employment or training,Get support working with a disability
4696,South Central Youth Ltd - Youth Projects,FSD,Families,Support and advice services,Early help
4696,South Central Youth Ltd - Youth Projects,FSD,SEND Local Offer,Support and advice services,Early help
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,Services to support around domestic abuse
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,Support for young parents
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,"Sexual abuse, exploitation and FGM"
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,Early help
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,Young carers
4696,South Central Youth Ltd - Youth Projects,FSD,Young People,Support and advice services,Mentoring
4817,St Stephen's Church Of England Primary School - After School Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
4817,St Stephen's Church Of England Primary School - After School Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
4842,Kids' City At Sudbourne Primary School - After School Club,FSD,Families,Early Learning and childcare,Breakfast and after school clubs
4842,Kids' City At Sudbourne Primary School - After School Club,FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
4851,Alford House Mixed Youth Club,FSD,Families,Activities and things to do,Youth clubs
4851,Alford House Mixed Youth Club,FSD,Families,Activities and things to do,"Music, dance and drama"
4851,Alford House Mixed Youth Club,FSD,Families,Activities and things to do,Sports
4851,Alford House Mixed Youth Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
4851,Alford House Mixed Youth Club,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
4851,Alford House Mixed Youth Club,FSD,SEND Local Offer,Activities and things to do,Sports
4851,Alford House Mixed Youth Club,FSD,Young People,Activities and things to do,Youth clubs
4851,Alford House Mixed Youth Club,FSD,Young People,Activities and things to do,"Music, dance and drama"
4851,Alford House Mixed Youth Club,FSD,Young People,Activities and things to do,Sports
4852,Alford House Girls Youth Club,FSD,Families,Activities and things to do,Youth clubs
4852,Alford House Girls Youth Club,FSD,Families,Activities and things to do,"Music, dance and drama"
4852,Alford House Girls Youth Club,FSD,Families,Activities and things to do,Sports
4852,Alford House Girls Youth Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
4852,Alford House Girls Youth Club,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
4852,Alford House Girls Youth Club,FSD,SEND Local Offer,Activities and things to do,Sports
4852,Alford House Girls Youth Club,FSD,Young People,Activities and things to do,Youth clubs
4852,Alford House Girls Youth Club,FSD,Young People,Activities and things to do,"Music, dance and drama"
4852,Alford House Girls Youth Club,FSD,Young People,Activities and things to do,Sports
4980,Morley College,FSD,Families,"Education, Schools and Learning",Sixth forms and colleges
4980,Morley College,FSD,SEND Local Offer,"Education, Schools and Learning",Sixth forms and colleges
5067,Bigkid Foundation,FSD,Families,Activities and things to do,Youth clubs
5067,Bigkid Foundation,FSD,Families,Activities and things to do,Sports
5067,Bigkid Foundation,FSD,SEND Local Offer,Activities and things to do,Youth clubs
5067,Bigkid Foundation,FSD,SEND Local Offer,Activities and things to do,Sports
5067,Bigkid Foundation,FSD,Young People,Activities and things to do,Youth clubs
5067,Bigkid Foundation,FSD,Young People,Activities and things to do,Sports
5067,Bigkid Foundation,FSD,Young People,Support and advice services,Mentoring
5114,S.Y.C.T. Streatham Wednesday Group,FSD,SEND Local Offer,Activities and things to do,Youth clubs
5114,S.Y.C.T. Streatham Wednesday Group,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
5114,S.Y.C.T. Streatham Wednesday Group,FSD,SEND Local Offer,Activities and things to do,Sports
5325,Coin Street Neighbourhood Centre,FSD,Families,Activities and things to do,Children's Centres and One O'Clock clubs
5325,Coin Street Neighbourhood Centre,FSD,SEND Local Offer,Activities and things to do,Children's Centres and One O'Clock clubs
5391,Butterfly After School Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
5391,Butterfly After School Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
5471,Springfield Community Flat Breakfast Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
5471,Springfield Community Flat Breakfast Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
5528,Chocolate Films Workshops,FSD,Families,Activities and things to do,Creative Arts and Multimedia
5528,Chocolate Films Workshops,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
5528,Chocolate Films Workshops,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
5678,Grove Adventure Playground,FSD,Families,Activities and things to do,Adventure play
5678,Grove Adventure Playground,FSD,SEND Local Offer,Activities and things to do,Adventure play
5678,Grove Adventure Playground,FSD,Young People,Activities and things to do,Adventure play
5771,Sports City At Richard Atkins Primary School - Breakfast Club,FSD,Families,Early Learning and childcare,Breakfast and after school clubs
5771,Sports City At Richard Atkins Primary School - Breakfast Club,FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
5836,Oakden Kids Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
5836,Oakden Kids Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
5869,All Sewn Up Training Project,FSD,Families,Activities and things to do,Creative Arts and Multimedia
5869,All Sewn Up Training Project,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
5869,All Sewn Up Training Project,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
5975,Saturday Community Days,FSD,Families,Activities and things to do,Parks and playgrounds
5975,Saturday Community Days,FSD,SEND Local Offer,Activities and things to do,Parks and playgrounds
5975,Saturday Community Days,FSD,Young People,Activities and things to do,Parks and playgrounds
5982,Prime Childcare Services,FSD,Families,"Education, Schools and Learning",Out of school tuition
5982,Prime Childcare Services,FSD,Young People,"Education, Schools and Learning",Out of school tuition
6019,Ashmole Primary School Edc - Extended Day Care,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
6019,Ashmole Primary School Edc - Extended Day Care,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
6022,Bonneville Primary School - Reading Café,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
6022,Bonneville Primary School - Reading Café,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
6023,Henry Cavendish Primary School -  Breakfast Club (Balham),ECD,Families,Early Learning and childcare,Breakfast and after school clubs
6023,Henry Cavendish Primary School -  Breakfast Club (Balham),ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
6024,Sudbourne Primary School - Breakfast Club,ECD,Families,Early Learning and childcare,Breakfast and after school clubs
6024,Sudbourne Primary School - Breakfast Club,ECD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
